,year,state,month,Acemoglu & Autor Comp.Use,Acemoglu & Autor R.Cog.,Acemoglu & Autor R.Man.,ONET Education %college,Frey & Osborne auto,Arntz et al auto,ONET Automation Deg.Auto.,Brynjolfsson et al SML,Felten et al AI,Webb AI,Webb Robot,Webb Software
0,2010,AK,1,0.6507802606503362,-0.38592584662239354,-0.623702093537218,0.36680190231362464,0.17458843187660666,0.1421229500850246,0.21813423926497189,0.5632776785825145,3.5582586244215935,65.01696658097686,23.69408740359897,46.26323907455013
1,2010,AL,1,0.6348502684191284,-0.37037377446989767,-0.5861132344042813,0.3362818181818182,0.12373684058389942,0.13962781185281295,0.21847846241963886,0.5628172533828304,3.5447627125018064,65.97253938430408,23.217806041335454,45.789564966035556
2,2010,AR,1,0.625479770559082,-0.3462940572111831,-0.6302190281630063,0.33451974482325875,0.16077320644216692,0.1591309916490642,0.21750865114225287,0.5585239654041736,3.535279487429408,64.1813428153106,22.657812173185526,44.472913616398245
3,2010,AZ,1,0.6558910263476436,-0.33702881555979186,-0.6353964166176175,0.3527821342726896,0.15275522585992543,0.1613167482122958,0.22063613973691884,0.5670994218515486,3.5651556462660587,66.70667219229175,24.056527144633236,46.71446332366349
4,2010,CA,1,0.9656805904974604,0.3550292635424591,-0.4388172553312254,0.006700011886648916,0.07587946937999239,0.09282157843533624,0.1595359786410126,0.4350187933559974,2.6828110267045457,60.63933529859262,27.268804678585013,52.160350893876
5,2010,CO,1,0.6657039570379877,-0.39616450030737904,-0.6198240168475687,0.363341761487965,0.13834620350109408,0.13983614199450423,0.2193093665410487,0.565993369611704,3.5625828412691467,67.032056892779,24.196498905908097,47.0574398249453
6,2010,CT,2,0.7524885979308166,0.2409565216100668,-0.8797077642552213,0.44589698203842937,0.5324880952380953,0.22194335385783573,0.22296622981063768,0.5564136214300199,3.1265143232330828,61.85062656641604,16.77092731829574,28.832205513784462
7,2010,DE,1,0.7170780851784909,-0.321631123009817,-0.7029357457292662,0.3955273092369478,0.137838611589214,0.17898427245350865,0.22197249580331907,0.5660157343081367,3.642402665920826,67.40963855421687,22.755020080321284,45.44348823866896
8,2010,FL,1,0.6734937986527515,-0.35183086783368184,-0.693964312657502,0.37512180331541223,0.167222603046595,0.1680313200175789,0.22165753965883445,0.5694039171260424,3.6246126823207883,64.32455197132617,23.329525089605735,45.396415770609316
9,2010,GA,1,0.6786541581589008,-0.3784862715574156,-0.6687046789180068,0.36873342894761596,0.13714699990595317,0.1571710755461546,0.22131890236893526,0.5672914139692447,3.6064053147982698,65.93012320135428,23.55421800056428,46.778002445217716
10,2010,HI,1,0.6400824625027682,-0.36764832102098166,-0.6456283759750219,0.3677011427500937,0.1341206819033346,0.1553582465740213,0.2210822207651638,0.571454781103258,3.61585177819408,67.34694642188086,23.957287373548144,47.73548145372799
11,2010,IA,1,0.6490070376149512,-0.29946334597699176,-0.645149866323489,0.3589224845467033,0.14557838255494504,0.17119906975370883,0.21874994944291817,0.5583855375575787,3.5768758757039834,65.54532967032966,22.790521978021978,45.261675824175825
12,2010,ID,1,0.6736468120638766,-0.3246559963195056,-0.6375203204111796,0.3510646609920752,0.17216900498972704,0.16662886995294068,0.2237026427072802,0.5735613703662213,3.6199576003815674,66.91869680070442,23.976812444966246,46.57734076900499
13,2010,IL,1,0.6602388725264401,-0.42832780456848807,-0.7347701703588065,0.40974074771847346,0.16245232300884957,0.15938604149665575,0.21793320747808093,0.5622573189767146,3.6242650101873615,64.19652240044248,22.51175331858407,44.454265763274336
14,2010,IN,1,0.6586229188109702,-0.3190988294346931,-0.6479472704556585,0.3761086299366163,0.13359054119941494,0.16556787940059156,0.22104866072557197,0.5632114284063521,3.6437152250316918,66.19190638712823,23.50258410531448,46.27830326669917
15,2010,KS,1,0.6707227727483035,-0.3748726766099148,-0.6773972865550196,0.3617359173126615,0.1397337639965547,0.15621037276190586,0.22159119740326028,0.5668102870769796,3.6475644818604653,63.9662360034453,22.416365202411715,44.728165374677005
16,2010,KY,1,0.6653100679727647,-0.35221705017148275,-0.6718628802651392,0.36086140035906644,0.13512891767119775,0.1625153351442329,0.22391290121873605,0.5723886908741281,3.661781608168761,66.28750961785073,23.003077712233907,45.64785842523724
17,2010,LA,1,0.6442375558155622,-0.3801418192176915,-0.6349377101348718,0.3159123705257637,0.15471863117870724,0.15493045115538875,0.2198727066124732,0.5650253847891963,3.5585140448275863,66.2268257506228,23.409204143175558,45.35321882784843
18,2010,MA,1,0.7064605565946007,-0.39209342899723837,-0.7185909429124502,0.3864685103605809,0.12407443846195682,0.17439915356470656,0.22301170699306475,0.5702752019313138,3.6879633992005223,65.24109425137326,22.30853320280633,44.973241964431395
19,2010,MD,1,0.6917615510851665,-0.330823379624599,-0.6363384704288217,0.3744605999590472,0.15562813459832092,0.15704339024961772,0.22273739505835777,0.5697156849294086,3.603928983236639,67.14859053989488,24.013855709507883,47.0905057675244
20,2010,ME,1,0.6479311170373232,-0.3430728700934563,-0.6471007934312927,0.3520575747828884,0.14103596011579286,0.16315813621175984,0.22084511752022207,0.5678090367070109,3.5909728069475717,66.93631392730782,23.413959472499197,46.33258282405918
21,2010,MI,1,0.6828053013614624,-0.35654558372147704,-0.6690390706905817,0.3789830444135139,0.13403804251550044,0.16656146043852418,0.22118567825860783,0.5637762653543077,3.6544574864798176,64.91016069846893,23.18796659496394,45.63678349993673
22,2010,MN,1,0.6921415464413964,-0.32036643720611113,-0.6791204365958096,0.40347557395692657,0.14443863103276708,0.1757335088010095,0.22218514793491337,0.5684473834093648,3.639297638296965,66.46606013220556,23.631814627905324,46.38886914492857
23,2010,MO,1,0.6664218910275557,-0.40590169174356994,-0.6503725460940329,0.3677033055555555,0.13557935185185185,0.1492772864619339,0.22044712971536348,0.5668746269526422,3.6245076601296295,65.7137962962963,23.330925925925925,46.39074074074074
24,2010,MS,1,0.6335589369819482,-0.35158528373741793,-0.6315229244307805,0.3188283807439825,0.15217787746170677,0.15805560380416053,0.21719401653294432,0.5568155661721896,3.5290236449234134,63.90437636761488,22.312253829321666,43.6582056892779
25,2010,MT,1,0.6650147693852558,-0.4161996414045278,-0.6707317836732947,0.34180918230563,0.15161085790884718,0.1449538902417025,0.21785827623870518,0.5607847712423965,3.5692868200402144,63.713136729222526,22.85656836461126,44.534182305630026
26,2010,NC,1,0.6760894661741149,-0.3397612297629296,-0.6688451355638813,0.37696757197014574,0.12111255775382064,0.1666544271067461,0.2234446156765698,0.5725405296405212,3.6547433320045015,67.75281364767207,23.24025589385144,46.04489989337756
27,2010,ND,1,0.6789722204050852,-0.3729885814082687,-0.6792902520962533,0.3668091569767442,0.14730654069767443,0.15961316204629838,0.22302553227282512,0.5729858961524901,3.6392410103197674,66.09447674418604,23.36918604651163,46.66642441860465
28,2010,NE,1,0.649172157271367,-0.3221987608930361,-0.6394544984549854,0.3611848211508554,0.1370644167962675,0.15846500445163084,0.21351047577904497,0.5442949296028173,3.511672861741835,64.94214618973561,23.03452566096423,45.60528771384137
29,2010,NH,1,0.7002472890079947,-0.37512269503171347,-0.7308128813745121,0.42299698477751757,0.13220207845433254,0.16162567769135816,0.2205018621519646,0.5641232942527568,3.6759338471896954,64.85333723653396,22.39929742388759,44.80503512880562
30,2010,NJ,1,0.7026576737683254,-0.3296920710936835,-0.7178130290771981,0.409872574464824,0.1394999233638175,0.17994731530628602,0.22101226221495596,0.5644656083418739,3.6415638516936597,67.65881571552649,23.3572267920094,46.080978899504416
31,2010,NM,1,0.6585089810391113,-0.3125065492262129,-0.5843306561744596,0.3545897483031674,0.18097655542986424,0.1596914987602351,0.21950322974275177,0.5660968373381611,3.526507885378959,67.55373303167421,24.487839366515836,47.598416289592755
32,2010,NV,1,0.6605527164804139,-0.32978404848430426,-0.6875961206886537,0.3704808189655172,0.16570378134796238,0.1681006134934373,0.22219815576744453,0.573143289680475,3.611561810873824,67.13166144200628,24.33346394984326,46.686324451410655
33,2010,NY,1,0.6905130973781831,-0.31660385092000576,-0.6832240264227696,0.3716199429401126,0.12639520340321472,0.16797426131215623,0.2206202642557732,0.5615131730661136,3.609277781516672,66.15637975392923,22.390885701913035,45.279338716662
34,2010,OH,1,0.6682861848932741,-0.3131224064203511,-0.6662594387754556,0.3766187095194035,0.1364875578294236,0.17670121950618017,0.21984511506417426,0.5592499590396316,3.6332096019702824,65.45512436727807,23.02139008327437,45.48184836444783
35,2010,OK,1,0.6538850158383026,-0.33940182529665874,-0.63991899283632,0.32231309827054566,0.16423037940742727,0.15393373666036256,0.2217354901858555,0.5667415760267988,3.562909427161818,64.42552620994772,22.78468963668052,44.87746346695267
36,2010,OR,1,0.6846805072362623,-0.3891745719748719,-0.6826948898619313,0.3960413593686216,0.14241802966389985,0.16702898949534736,0.22195424887739829,0.5712429071586611,3.663048120574228,67.28167097564294,24.35487821472309,47.128997142468364
